transaction_id,transaction_date,revenue_amount,transaction_type,quantity,gross_amount,source_system
TX0002653,2025-02-28,6275.17,TRAIL,56.03,74027.85,IPERFORM
TX0002654,2025-02-01,8439.37,FEE,13.98,200647.83,IPERFORM
TX0002655,2025-02-05,6924.78,COMMISSION,69.69,62071.97,IPERFORM
TX0002656,2025-02-09,7840.39,TRAIL,41.9,182365.69,IPERFORM
TX0002657,2025-02-13,7744.61,INTEREST,86.41,105437.55,IPERFORM
TX0002658,2025-02-17,6059.21,FEE,22.26,149597.97,IPERFORM
TX0002659,2025-02-21,5135.09,COMMISSION,22.79,76112.66,IPERFORM
TX0002660,2025-02-25,8495.17,TRAIL,66.37,149542.43,IPERFORM
TX0002661,2025-02-02,7690.63,FEE,5.61,174595.6,IPERFORM
TX0002662,2025-02-06,6865.02,COMMISSION,81.73,95742.07,IPERFORM
TX0002663,2025-02-10,6379.03,TRAIL,79.08,82639.09,IPERFORM
TX0002664,2025-02-14,4973.51,INTEREST,34.14,121643.82,IPERFORM
TX0002665,2025-02-18,8084.19,FEE,59.11,150939.62,IPERFORM
TX0002666,2025-02-22,6343.77,COMMISSION,97.39,98651.18,IPERFORM
TX0002667,2025-02-26,7206.54,TRAIL,8.33,97487.44,IPERFORM
TX0002668,2025-02-03,8618.71,FEE,61.12,130132.21,IPERFORM
TX0002669,2025-02-07,8586.33,COMMISSION,61.79,206089.14,IPERFORM
TX0002670,2025-02-11,8453.43,TRAIL,74.06,152796.68,IPERFORM
TX0002671,2025-02-15,6125.92,INTEREST,14.63,64700.6,IPERFORM
TX0002672,2025-02-19,7470.83,FEE,80.69,81735.36,IPERFORM
TX0002673,2025-02-23,5175.9,COMMISSION,19.12,121205.35,IPERFORM
TX0002674,2025-02-27,6676.78,TRAIL,20.52,119583.7,IPERFORM
TX0002675,2025-02-04,8334.07,FEE,13.84,204903.59,IPERFORM
TX0002676,2025-02-08,7009.24,COMMISSION,21.97,117951.99,IPERFORM
TX0002677,2025-02-12,7686.91,TRAIL,40.22,166938.26,IPERFORM
TX0002678,2025-02-16,9300.18,INTEREST,67.1,120320.09,IPERFORM
TX0002679,2025-02-20,7961.01,FEE,82.17,69641.99,IPERFORM
TX0002680,2025-02-24,6441.06,COMMISSION,24.65,157315.73,IPERFORM
TX0002681,2025-02-28,8430.46,TRAIL,3.56,117359.01,IPERFORM
TX0002682,2025-02-01,7742.64,FEE,56.38,146299.35,IPERFORM
TX0002683,2025-02-05,7734.24,COMMISSION,63.65,151126.39,IPERFORM
TX0002684,2025-02-09,5845.74,TRAIL,68.43,143918.24,IPERFORM
TX0002685,2025-02-13,7709.52,INTEREST,43.12,114234.29,IPERFORM
TX0002686,2025-02-17,6316.06,FEE,89.82,86519.99,IPERFORM
TX0002687,2025-02-21,5943.16,COMMISSION,53.57,65560.59,IPERFORM
TX0002688,2025-02-25,6092.12,TRAIL,17.29,53629.47,IPERFORM
TX0002689,2025-02-02,9109.19,FEE,20.67,137235.64,IPERFORM
TX0002690,2025-02-06,9259.7,COMMISSION,64.45,212478.28,IPERFORM
TX0002691,2025-02-10,8751.61,TRAIL,47.04,92040.69,IPERFORM
TX0002692,2025-02-14,8669.94,INTEREST,58.41,122053.6,IPERFORM
TX0002693,2025-02-18,6247.87,FEE,80.58,86988.21,IPERFORM
TX0002694,2025-02-22,6850.11,COMMISSION,33.58,129881.67,IPERFORM
TX0002695,2025-02-26,8236.11,TRAIL,79.83,108946.56,IPERFORM
TX0002696,2025-02-03,6766.65,FEE,72.87,64099.92,IPERFORM
TX0002697,2025-02-07,6830.24,COMMISSION,34.13,132046.94,IPERFORM
TX0002698,2025-02-11,7517.41,TRAIL,61.04,185843.98,IPERFORM
TX0002699,2025-02-15,6968.56,INTEREST,58.21,93701.94,IPERFORM
TX0002700,2025-02-19,6423.65,FEE,48.34,151082.62,IPERFORM
TX0002701,2025-02-23,8323.3,COMMISSION,34.33,189388.66,IPERFORM
TX0002702,2025-02-27,5874.45,TRAIL,45.71,75784.55,IPERFORM
TX0002703,2025-02-04,6021.43,FEE,42.27,74111.51,IPERFORM
TX0002704,2025-02-08,7085.92,COMMISSION,51.88,90472.04,IPERFORM
TX0002705,2025-02-12,5647.14,TRAIL,43.83,112263.09,IPERFORM
TX0002706,2025-02-16,7641.0,INTEREST,89.56,110536.15,IPERFORM
TX0002707,2025-02-20,5931.73,FEE,41.12,113033.56,IPERFORM
TX0002708,2025-02-24,9711.19,COMMISSION,47.57,79563.64,IPERFORM
TX0002709,2025-02-28,7613.81,TRAIL,68.5,146726.62,IPERFORM
TX0002710,2025-02-01,10307.45,FEE,72.68,188280.08,IPERFORM
TX0002711,2025-02-05,10019.79,COMMISSION,85.78,103775.99,IPERFORM
TX0002712,2025-02-09,9071.41,TRAIL,22.58,73329.12,IPERFORM
TX0002713,2025-02-13,6257.12,INTEREST,62.92,94042.72,IPERFORM
TX0002714,2025-02-17,7371.55,FEE,79.54,168054.25,IPERFORM
TX0002715,2025-02-21,9807.49,COMMISSION,80.56,199227.55,IPERFORM
TX0002716,2025-02-25,9222.04,TRAIL,30.49,77049.9,IPERFORM
TX0002717,2025-02-02,6722.95,FEE,89.17,147280.58,IPERFORM
TX0002718,2025-02-06,8134.3,COMMISSION,17.79,190537.19,IPERFORM
TX0002719,2025-02-10,7230.67,TRAIL,31.03,134080.5,IPERFORM
TX0002720,2025-02-14,7539.72,INTEREST,61.07,118557.74,IPERFORM
TX0002721,2025-02-18,7404.57,FEE,77.29,137027.67,IPERFORM
TX0002722,2025-02-22,7648.2,COMMISSION,92.64,88872.16,IPERFORM
TX0002723,2025-02-26,6015.02,TRAIL,52.42,125369.33,IPERFORM
TX0002724,2025-02-03,7131.47,FEE,75.12,167018.21,IPERFORM
TX0002725,2025-02-07,6902.58,COMMISSION,57.44,69774.78,IPERFORM
TX0002726,2025-02-11,7956.56,TRAIL,31.38,80977.18,IPERFORM
TX0002727,2025-02-15,9890.32,INTEREST,90.98,127701.66,IPERFORM
TX0002728,2025-02-19,6135.03,FEE,10.63,121355.06,IPERFORM
TX0002729,2025-02-23,10486.8,COMMISSION,64.23,221527.18,IPERFORM
TX0002730,2025-02-27,10399.89,TRAIL,23.44,116059.52,IPERFORM
TX0002731,2025-02-04,6879.19,FEE,37.51,56209.09,IPERFORM
TX0002732,2025-02-08,8785.65,COMMISSION,66.06,216275.25,IPERFORM
TX0002733,2025-02-12,6960.33,TRAIL,86.39,78985.81,IPERFORM
TX0002734,2025-02-16,8932.78,INTEREST,44.15,201313.12,IPERFORM
TX0002735,2025-02-20,6785.2,FEE,21.83,139065.82,IPERFORM
TX0002736,2025-02-24,5987.2,COMMISSION,97.0,100729.72,IPERFORM
TX0002737,2025-02-28,10421.04,TRAIL,61.33,223940.43,IPERFORM
TX0002738,2025-02-01,6076.71,FEE,62.84,146265.08,IPERFORM
TX0002739,2025-02-05,7511.02,COMMISSION,84.15,163991.87,IPERFORM
TX0002740,2025-02-09,10933.44,TRAIL,80.07,228075.25,IPERFORM
TX0002741,2025-02-13,9439.28,INTEREST,70.34,132945.27,IPERFORM
TX0002742,2025-02-17,7099.79,FEE,49.1,138367.45,IPERFORM
TX0002743,2025-02-21,10350.2,COMMISSION,76.17,248656.32,IPERFORM
TX0002744,2025-02-25,10210.44,TRAIL,8.34,144239.67,IPERFORM
TX0002745,2025-02-02,6845.69,FEE,67.94,103674.97,IPERFORM
TX0002746,2025-02-06,10482.42,COMMISSION,83.87,195991.44,IPERFORM
TX0002747,2025-02-10,6818.05,TRAIL,77.78,120008.47,IPERFORM
TX0002748,2025-02-14,9182.59,INTEREST,75.36,78721.88,IPERFORM
TX0002749,2025-02-18,10254.02,FEE,29.9,256085.4,IPERFORM
TX0002750,2025-02-22,6628.71,COMMISSION,25.63,154371.3,IPERFORM
TX0002751,2025-02-26,7010.46,TRAIL,65.25,63206.77,IPERFORM
TX0002752,2025-02-03,7623.36,FEE,25.8,115242.88,IPERFORM
TX0002753,2025-02-07,10002.22,COMMISSION,76.4,172600.33,IPERFORM
TX0002754,2025-02-11,11022.54,TRAIL,42.94,229791.2,IPERFORM
TX0002755,2025-02-15,7443.08,INTEREST,26.49,177794.99,IPERFORM
TX0002756,2025-02-19,7022.12,FEE,80.76,169525.41,IPERFORM
TX0002757,2025-02-23,9948.28,COMMISSION,37.08,137575.5,IPERFORM
TX0002758,2025-02-27,10881.9,TRAIL,50.2,88972.34,IPERFORM
TX0002759,2025-02-04,6900.19,FEE,26.78,140709.09,IPERFORM
TX0002760,2025-02-08,8104.52,COMMISSION,90.8,118065.21,IPERFORM
TX0002761,2025-02-12,6320.31,TRAIL,54.23,95090.95,IPERFORM
TX0002762,2025-02-16,9512.17,INTEREST,12.57,226624.69,IPERFORM
TX0002763,2025-02-20,8538.48,FEE,32.61,145173.9,IPERFORM
TX0002764,2025-02-24,9281.32,COMMISSION,82.91,129785.91,IPERFORM
TX0002765,2025-02-28,10866.6,TRAIL,63.35,122037.71,IPERFORM
TX0002766,2025-02-01,10018.81,FEE,68.44,122747.28,IPERFORM
TX0002767,2025-02-05,7299.17,COMMISSION,44.76,80004.41,IPERFORM
TX0002768,2025-02-09,10733.75,TRAIL,92.14,220554.99,IPERFORM
TX0002769,2025-02-13,8756.58,INTEREST,8.31,97591.21,IPERFORM
TX0002770,2025-02-17,10387.28,FEE,68.91,106097.28,IPERFORM
TX0002771,2025-02-21,10609.86,COMMISSION,35.79,89718.05,IPERFORM
TX0002772,2025-02-25,10238.52,TRAIL,8.08,238232.97,IPERFORM
TX0002773,2025-02-02,6950.56,FEE,23.93,102417.72,IPERFORM
TX0002774,2025-02-06,11609.54,COMMISSION,58.16,225077.2,IPERFORM
TX0002775,2025-02-10,11971.68,TRAIL,31.92,140528.95,IPERFORM
TX0002776,2025-02-14,7383.54,INTEREST,12.88,61523.97,IPERFORM
TX0002777,2025-02-18,9398.17,FEE,20.95,111444.77,IPERFORM
TX0002778,2025-02-22,7163.5,COMMISSION,25.62,164655.19,IPERFORM
TX0002779,2025-02-26,9272.88,TRAIL,36.03,120383.21,IPERFORM
TX0002780,2025-02-03,7821.46,FEE,89.23,161597.91,IPERFORM
TX0002781,2025-02-07,9722.99,COMMISSION,32.15,231952.28,IPERFORM
TX0002782,2025-02-11,10316.37,TRAIL,91.93,211079.35,IPERFORM
TX0002783,2025-02-15,8377.81,INTEREST,8.35,129274.85,IPERFORM
TX0002784,2025-02-19,11350.94,FEE,63.07,107785.43,IPERFORM
TX0002785,2025-02-23,11098.01,COMMISSION,22.5,151144.63,IPERFORM
TX0002786,2025-02-27,11657.33,TRAIL,92.47,159779.71,IPERFORM
TX0002787,2025-02-04,9639.59,FEE,9.97,98361.96,IPERFORM
TX0002788,2025-02-08,10060.81,COMMISSION,53.05,103426.19,IPERFORM
TX0002789,2025-02-12,10422.27,TRAIL,37.63,85434.73,IPERFORM
TX0002790,2025-02-16,6994.59,INTEREST,86.42,84994.37,IPERFORM
TX0002791,2025-02-20,11121.99,FEE,91.05,230019.32,IPERFORM
TX0002792,2025-02-24,8991.7,COMMISSION,34.76,101722.07,IPERFORM
TX0002793,2025-02-28,8347.5,TRAIL,24.3,82867.0,IPERFORM
TX0002794,2025-02-01,11402.5,FEE,86.08,105492.29,IPERFORM
TX0002795,2025-02-05,8494.97,COMMISSION,69.8,127374.74,IPERFORM
TX0002796,2025-02-09,11969.95,TRAIL,52.72,232908.97,IPERFORM
TX0002797,2025-02-13,8865.53,INTEREST,66.91,147956.63,IPERFORM
TX0002798,2025-02-17,10987.65,FEE,67.2,148235.9,IPERFORM
TX0002799,2025-02-21,8780.81,COMMISSION,20.9,159225.23,IPERFORM
TX0002800,2025-02-25,11852.08,TRAIL,15.64,151442.44,IPERFORM
TX0002801,2025-02-02,11655.35,FEE,26.57,186896.72,IPERFORM
TX0002802,2025-02-06,9480.16,COMMISSION,98.5,218019.48,IPERFORM
TX0002803,2025-02-10,10441.24,TRAIL,27.59,247287.73,IPERFORM
TX0002804,2025-02-14,10810.92,INTEREST,70.39,187838.24,IPERFORM
TX0002805,2025-02-18,7400.4,FEE,71.43,115771.23,IPERFORM
TX0002806,2025-02-22,9978.72,COMMISSION,6.55,114570.01,IPERFORM
TX0002807,2025-02-26,12037.98,TRAIL,4.08,129248.31,IPERFORM
TX0002808,2025-02-03,7983.05,FEE,29.47,193405.71,IPERFORM
TX0002809,2025-02-07,10488.43,COMMISSION,23.29,125151.5,IPERFORM
TX0002810,2025-02-11,8408.83,TRAIL,45.57,146066.35,IPERFORM
TX0002811,2025-02-15,11280.33,INTEREST,95.39,138316.19,IPERFORM
TX0002812,2025-02-19,10518.16,FEE,72.85,172450.82,IPERFORM
TX0002813,2025-02-23,8975.56,COMMISSION,82.25,215999.24,IPERFORM
TX0002814,2025-02-27,11051.67,TRAIL,28.61,104564.5,IPERFORM
TX0002815,2025-02-04,10772.07,FEE,23.94,259233.31,IPERFORM
TX0002816,2025-02-08,10206.17,COMMISSION,41.31,156991.11,IPERFORM
TX0002817,2025-02-12,9373.14,TRAIL,97.62,197243.89,IPERFORM
TX0002818,2025-02-16,10661.49,INTEREST,85.86,191180.21,IPERFORM
TX0002819,2025-02-20,10497.26,FEE,83.59,167746.04,IPERFORM
TX0002820,2025-02-24,10482.25,COMMISSION,96.39,182031.57,IPERFORM
TX0002821,2025-02-28,7579.56,TRAIL,92.99,157849.34,IPERFORM
TX0002822,2025-02-01,8418.73,FEE,66.75,143452.54,IPERFORM
TX0002823,2025-02-05,11910.45,COMMISSION,20.83,132962.91,IPERFORM
TX0002824,2025-02-09,11419.31,TRAIL,44.78,118014.17,IPERFORM
TX0002825,2025-02-13,9332.6,INTEREST,11.58,219537.98,IPERFORM
TX0002826,2025-02-17,7349.06,FEE,45.31,161132.23,IPERFORM
TX0002827,2025-02-21,12540.15,COMMISSION,99.53,208844.64,IPERFORM
TX0002828,2025-02-25,12054.07,TRAIL,59.91,136853.69,IPERFORM
TX0002829,2025-02-02,12042.68,FEE,12.24,196634.21,IPERFORM
TX0002830,2025-02-06,13414.12,COMMISSION,25.15,186125.02,IPERFORM
TX0002831,2025-02-10,12934.25,TRAIL,97.9,224723.18,IPERFORM
TX0002832,2025-02-14,7595.94,INTEREST,29.4,184710.05,IPERFORM
TX0002833,2025-02-18,12369.61,FEE,62.44,109965.05,IPERFORM
TX0002834,2025-02-22,7352.45,COMMISSION,24.35,122489.9,IPERFORM
TX0002835,2025-02-26,13299.75,TRAIL,95.34,147368.62,IPERFORM
TX0002836,2025-02-03,11167.86,FEE,62.71,96468.23,IPERFORM
TX0002837,2025-02-07,12263.73,COMMISSION,37.59,225240.37,IPERFORM
TX0002838,2025-02-11,11338.48,TRAIL,65.06,214822.38,IPERFORM
TX0002839,2025-02-15,10892.68,INTEREST,94.53,210243.78,IPERFORM
TX0002840,2025-02-19,10948.71,FEE,12.79,90597.84,IPERFORM
TX0002841,2025-02-23,8175.06,COMMISSION,75.03,161773.02,IPERFORM
TX0002842,2025-02-27,8656.37,TRAIL,66.03,70451.08,IPERFORM
TX0002843,2025-02-04,8807.43,FEE,92.5,208712.26,IPERFORM
TX0002844,2025-02-08,13105.41,COMMISSION,51.75,197096.55,IPERFORM
TX0002845,2025-02-12,11003.87,TRAIL,69.15,251252.12,IPERFORM
TX0002846,2025-02-16,12396.74,INTEREST,51.26,268927.3,IPERFORM
TX0002847,2025-02-20,13675.75,FEE,87.57,243116.82,IPERFORM
TX0002848,2025-02-24,7947.24,COMMISSION,63.68,168209.11,IPERFORM
TX0002849,2025-02-28,9823.68,TRAIL,75.66,152100.25,IPERFORM
TX0002850,2025-02-01,10733.21,FEE,77.77,120911.23,IPERFORM
TX0002851,2025-02-05,12039.59,COMMISSION,74.02,262326.51,IPERFORM
TX0002852,2025-02-09,8901.96,TRAIL,60.49,107421.3,IPERFORM
TX0002853,2025-02-13,8782.56,INTEREST,37.84,117655.17,IPERFORM
TX0002854,2025-02-17,8887.68,FEE,5.67,127763.24,IPERFORM
TX0002855,2025-02-21,8639.05,COMMISSION,23.73,197090.85,IPERFORM
TX0002856,2025-02-25,9086.89,TRAIL,32.06,121855.13,IPERFORM
TX0002857,2025-02-02,14156.67,FEE,96.36,160938.35,IPERFORM
TX0002858,2025-02-06,13479.93,COMMISSION,70.68,227888.0,IPERFORM
TX0002859,2025-02-10,10596.85,TRAIL,13.03,183675.3,IPERFORM
TX0002860,2025-02-14,10433.71,INTEREST,79.94,99301.19,IPERFORM
TX0002861,2025-02-18,12268.17,FEE,23.27,147332.39,IPERFORM
TX0002862,2025-02-22,10874.95,COMMISSION,15.68,92722.18,IPERFORM
TX0002863,2025-02-26,12508.14,TRAIL,51.82,254344.49,IPERFORM
TX0002864,2025-02-03,14268.49,FEE,40.09,337946.99,IPERFORM
TX0002865,2025-02-07,12455.02,COMMISSION,12.16,185732.47,IPERFORM
TX0002866,2025-02-11,11579.08,TRAIL,80.85,208943.14,IPERFORM
TX0002867,2025-02-15,10424.94,INTEREST,54.63,248113.46,IPERFORM
TX0002868,2025-02-19,10054.54,FEE,89.78,243762.98,IPERFORM
TX0002869,2025-02-23,13721.82,COMMISSION,69.49,205285.1,IPERFORM
TX0002870,2025-02-27,10922.54,TRAIL,19.1,169702.93,IPERFORM
TX0002871,2025-02-04,11344.87,FEE,73.48,176672.8,IPERFORM
TX0002872,2025-02-08,7922.71,COMMISSION,94.83,82773.92,IPERFORM
TX0002873,2025-02-12,7221.32,TRAIL,78.59,175625.0,IPERFORM
TX0002874,2025-02-16,11804.08,INTEREST,82.89,223068.61,IPERFORM
TX0002875,2025-02-20,7427.18,FEE,26.79,130084.02,IPERFORM
TX0002876,2025-02-24,6875.32,COMMISSION,67.45,71597.29,IPERFORM
TX0002877,2025-02-28,9673.2,TRAIL,91.76,236845.29,IPERFORM
TX0002878,2025-02-01,6999.8,FEE,76.26,168134.11,IPERFORM
TX0002879,2025-02-05,10187.84,COMMISSION,14.71,252870.11,IPERFORM
TX0002880,2025-02-09,8896.3,TRAIL,66.88,144939.51,IPERFORM
TX0002881,2025-02-13,11711.11,INTEREST,41.37,228206.26,IPERFORM
TX0002882,2025-02-17,10036.72,FEE,36.08,80341.65,IPERFORM
TX0002883,2025-02-21,9192.35,COMMISSION,83.71,106817.48,IPERFORM
TX0002884,2025-02-25,10057.45,TRAIL,48.38,105212.51,IPERFORM
TX0002885,2025-02-02,8268.16,FEE,86.59,85383.48,IPERFORM
TX0002886,2025-02-06,6762.54,COMMISSION,29.36,59424.19,IPERFORM
TX0002887,2025-02-10,11783.46,TRAIL,11.66,126938.3,IPERFORM
TX0002888,2025-02-14,6988.25,INTEREST,79.27,139566.35,IPERFORM
TX0002889,2025-02-18,9958.86,FEE,43.2,98291.21,IPERFORM
TX0002890,2025-02-22,8816.27,COMMISSION,37.2,152264.07,IPERFORM
TX0002891,2025-02-26,10938.85,TRAIL,70.64,242830.05,IPERFORM
TX0002892,2025-02-03,8262.61,FEE,83.22,173300.25,IPERFORM
TX0002893,2025-02-07,9103.18,COMMISSION,53.79,113302.96,IPERFORM
TX0002894,2025-02-11,7953.31,TRAIL,62.29,104073.68,IPERFORM
TX0002895,2025-02-15,10809.75,INTEREST,4.27,123365.34,IPERFORM
TX0002896,2025-02-19,8301.24,FEE,83.18,178246.87,IPERFORM
TX0002897,2025-02-23,10348.53,COMMISSION,26.95,200347.26,IPERFORM
TX0002898,2025-02-27,8938.87,TRAIL,58.74,177055.38,IPERFORM
TX0002899,2025-02-04,7308.75,FEE,29.83,148142.12,IPERFORM
TX0002900,2025-02-08,7567.01,COMMISSION,58.79,147094.49,IPERFORM
TX0002901,2025-02-12,10035.29,TRAIL,68.62,152307.5,IPERFORM
TX0002902,2025-02-16,9405.16,INTEREST,87.19,153871.65,IPERFORM
TX0002903,2025-02-20,8106.11,FEE,76.17,191152.65,IPERFORM
TX0002904,2025-02-24,12135.41,COMMISSION,20.24,294195.85,IPERFORM
TX0002905,2025-02-28,12063.51,TRAIL,14.32,146433.32,IPERFORM
TX0002906,2025-02-01,10519.83,FEE,59.37,260871.02,IPERFORM
TX0002907,2025-02-05,8915.53,COMMISSION,42.73,184966.24,IPERFORM
TX0002908,2025-02-09,6990.14,TRAIL,99.5,116254.46,IPERFORM
TX0002909,2025-02-13,11051.98,INTEREST,16.71,159681.69,IPERFORM
TX0002910,2025-02-17,8832.02,FEE,4.33,96638.17,IPERFORM
TX0002911,2025-02-21,7546.93,COMMISSION,86.44,165935.29,IPERFORM
TX0002912,2025-02-25,7198.17,TRAIL,30.42,155708.26,IPERFORM
TX0002913,2025-02-02,8017.0,FEE,68.49,173258.3,IPERFORM
TX0002914,2025-02-06,7604.14,COMMISSION,54.2,124905.11,IPERFORM
TX0002915,2025-02-10,9577.58,TRAIL,99.71,183515.51,IPERFORM
TX0002916,2025-02-14,7568.67,INTEREST,75.89,186734.71,IPERFORM
TX0002917,2025-02-18,12694.36,FEE,39.61,253719.57,IPERFORM
TX0002918,2025-02-22,10099.12,COMMISSION,23.21,87719.8,IPERFORM
TX0002919,2025-02-26,10533.66,TRAIL,58.64,121092.78,IPERFORM
TX0002920,2025-02-03,11921.95,FEE,78.55,203799.04,IPERFORM
TX0002921,2025-02-07,10902.74,COMMISSION,10.1,141213.49,IPERFORM
TX0002922,2025-02-11,8183.32,TRAIL,56.62,178899.52,IPERFORM
TX0002923,2025-02-15,11363.67,INTEREST,66.09,140825.51,IPERFORM
TX0002924,2025-02-19,9273.86,FEE,5.73,219383.65,IPERFORM
TX0002925,2025-02-23,9950.21,COMMISSION,73.91,93458.52,IPERFORM
TX0002926,2025-02-27,9846.24,TRAIL,6.29,188522.39,IPERFORM
TX0002927,2025-02-04,8474.49,FEE,44.3,186614.69,IPERFORM
TX0002928,2025-02-08,8572.87,COMMISSION,69.58,90887.79,IPERFORM
TX0002929,2025-02-12,12437.67,TRAIL,72.94,221513.63,IPERFORM
TX0002930,2025-02-16,8745.86,INTEREST,83.82,178167.35,IPERFORM
TX0002931,2025-02-20,12999.32,FEE,65.6,278157.72,IPERFORM
TX0002932,2025-02-24,8190.88,COMMISSION,34.22,73612.55,IPERFORM
TX0002933,2025-02-28,11649.35,TRAIL,59.29,253756.2,IPERFORM
TX0002934,2025-02-01,10991.44,FEE,40.12,126760.76,IPERFORM
TX0002935,2025-02-05,10413.02,COMMISSION,52.29,242486.27,IPERFORM
TX0002936,2025-02-09,10521.27,TRAIL,53.71,142803.68,IPERFORM
TX0002937,2025-02-13,7959.96,INTEREST,94.41,197306.29,IPERFORM
TX0002938,2025-02-17,12305.07,FEE,54.11,285593.34,IPERFORM
TX0002939,2025-02-21,10257.08,COMMISSION,73.7,191483.44,IPERFORM
TX0002940,2025-02-25,8816.97,TRAIL,59.75,211959.46,IPERFORM
TX0002941,2025-03-02,4376.86,FEE,71.58,46358.78,IPERFORM
TX0002942,2025-03-06,5374.17,COMMISSION,89.87,61593.19,IPERFORM
TX0002943,2025-03-10,3422.82,TRAIL,30.58,55470.64,IPERFORM
TX0002944,2025-03-14,5854.86,INTEREST,45.92,74059.36,IPERFORM
TX0002945,2025-03-18,3770.01,FEE,2.21,84961.71,IPERFORM
TX0002946,2025-03-22,5519.76,COMMISSION,5.62,82112.57,IPERFORM
TX0002947,2025-03-26,3510.63,TRAIL,45.89,81693.38,IPERFORM
TX0002948,2025-03-03,6306.45,FEE,16.22,92386.62,IPERFORM
TX0002949,2025-03-07,4130.88,COMMISSION,3.8,102775.85,IPERFORM
TX0002950,2025-03-11,3931.38,TRAIL,98.79,39166.92,IPERFORM
TX0002951,2025-03-15,4474.98,INTEREST,17.95,101358.64,IPERFORM
TX0002952,2025-03-19,6226.73,FEE,89.17,67007.63,IPERFORM
TX0002953,2025-03-23,5881.72,COMMISSION,19.18,63750.76,IPERFORM
TX0002954,2025-03-27,3804.64,TRAIL,7.7,58268.94,IPERFORM
TX0002955,2025-03-04,5113.06,FEE,12.79,111237.36,IPERFORM
TX0002956,2025-03-08,5624.27,COMMISSION,88.18,125017.46,IPERFORM
TX0002957,2025-03-12,4972.77,TRAIL,59.02,81971.85,IPERFORM
TX0002958,2025-03-16,5425.23,INTEREST,33.06,52969.77,IPERFORM
TX0002959,2025-03-20,4501.75,FEE,61.35,45825.82,IPERFORM
TX0002960,2025-03-24,4402.59,COMMISSION,55.54,49857.76,IPERFORM
TX0002961,2025-03-28,4264.12,TRAIL,26.03,95175.02,IPERFORM
TX0002962,2025-03-01,3863.71,FEE,91.3,85448.51,IPERFORM
TX0002963,2025-03-05,5698.71,COMMISSION,64.51,116572.92,IPERFORM
TX0002964,2025-03-09,6118.9,TRAIL,78.83,117876.33,IPERFORM
TX0002965,2025-03-13,4201.91,INTEREST,63.89,91727.42,IPERFORM
TX0002966,2025-03-17,5522.18,FEE,9.31,91889.91,IPERFORM
TX0002967,2025-03-21,6014.47,COMMISSION,73.78,65342.28,IPERFORM
TX0002968,2025-03-25,4048.02,TRAIL,18.55,89544.59,IPERFORM
TX0002969,2025-03-02,6881.91,FEE,91.58,162528.63,IPERFORM
TX0002970,2025-03-06,5467.36,COMMISSION,80.49,76350.31,IPERFORM
TX0002971,2025-03-10,5605.01,TRAIL,14.61,53124.37,IPERFORM
TX0002972,2025-03-14,6113.31,INTEREST,84.08,58919.84,IPERFORM
TX0002973,2025-03-18,5597.91,FEE,17.24,96961.82,IPERFORM
TX0002974,2025-03-22,4196.53,COMMISSION,70.3,55791.05,IPERFORM
TX0002975,2025-03-26,5056.35,TRAIL,69.0,117698.55,IPERFORM
TX0002976,2025-03-03,7129.08,FEE,71.39,127112.45,IPERFORM
TX0002977,2025-03-07,5933.29,COMMISSION,27.78,104130.74,IPERFORM
TX0002978,2025-03-11,4886.59,TRAIL,18.75,105297.94,IPERFORM
TX0002979,2025-03-15,5830.26,INTEREST,51.34,92858.77,IPERFORM
TX0002980,2025-03-19,4395.18,FEE,44.33,46520.5,IPERFORM
TX0002981,2025-03-23,4466.68,COMMISSION,16.99,35920.68,IPERFORM
TX0002982,2025-03-27,6548.43,TRAIL,58.74,68097.81,IPERFORM
TX0002983,2025-03-04,6092.34,FEE,1.52,70410.99,IPERFORM
TX0002984,2025-03-08,5892.64,COMMISSION,59.47,98814.48,IPERFORM
TX0002985,2025-03-12,4366.49,TRAIL,92.47,79798.85,IPERFORM
TX0002986,2025-03-16,4671.47,INTEREST,44.08,110273.89,IPERFORM
TX0002987,2025-03-20,5043.43,FEE,35.77,62594.97,IPERFORM
TX0002988,2025-03-24,4621.21,COMMISSION,73.52,59607.75,IPERFORM
TX0002989,2025-03-28,4265.83,TRAIL,10.97,98702.22,IPERFORM
TX0002990,2025-03-01,5191.64,FEE,11.24,83224.59,IPERFORM
TX0002991,2025-03-05,5607.31,COMMISSION,13.23,94067.68,IPERFORM
TX0002992,2025-03-09,7032.46,TRAIL,46.62,123335.71,IPERFORM
TX0002993,2025-03-13,5993.15,INTEREST,59.56,87065.66,IPERFORM
TX0002994,2025-03-17,4637.94,FEE,15.17,45501.64,IPERFORM
TX0002995,2025-03-21,6871.35,COMMISSION,9.11,158389.13,IPERFORM
TX0002996,2025-03-25,6331.26,TRAIL,64.91,100928.35,IPERFORM
TX0002997,2025-03-02,7159.91,FEE,74.41,102788.55,IPERFORM
TX0002998,2025-03-06,7143.23,COMMISSION,48.88,115484.6,IPERFORM
TX0002999,2025-03-10,5908.45,TRAIL,85.51,119172.51,IPERFORM
TX0003000,2025-03-14,4781.4,INTEREST,86.26,47615.55,IPERFORM
TX0003001,2025-03-18,5440.2,FEE,35.01,109682.38,IPERFORM
TX0003002,2025-03-22,5036.62,COMMISSION,68.73,96394.27,IPERFORM
TX0003003,2025-03-26,6874.66,TRAIL,57.81,68375.36,IPERFORM
