conversation_turn_id,conversation_id,turn_ts,user_question,assistant_answer,persona,scope_type,scope_id,status,memory_id
CONVTURN00000144,CONV000029,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0151,Active,MEM00000382
CONVTURN00000145,CONV000029,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0089,Active,MEM00000593
CONVTURN00000146,CONV000030,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0024,Active,MEM00000178
CONVTURN00000147,CONV000030,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0124,Active,MEM00000341
CONVTURN00000148,CONV000030,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0104,Active,MEM00000607
CONVTURN00000149,CONV000030,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0022,Active,MEM00000027
CONVTURN00000150,CONV000030,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0103,Active,MEM00000028
CONVTURN00000151,CONV000031,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0025,Active,MEM00000523
CONVTURN00000152,CONV000031,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0025,Active,MEM00000175
CONVTURN00000153,CONV000031,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0020,Active,MEM00000467
CONVTURN00000154,CONV000031,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0135,Active,MEM00000058
CONVTURN00000155,CONV000031,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0048,Active,MEM00000506
CONVTURN00000156,CONV000032,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0047,Active,MEM00000490
CONVTURN00000157,CONV000032,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0126,Active,MEM00000333
CONVTURN00000158,CONV000032,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0068,Active,MEM00000377
CONVTURN00000159,CONV000032,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0131,Active,MEM00000122
CONVTURN00000160,CONV000032,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0037,Active,MEM00000672
CONVTURN00000161,CONV000033,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0003,Active,MEM00000542
CONVTURN00000162,CONV000033,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0118,Active,MEM00000573
CONVTURN00000163,CONV000033,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0075,Active,MEM00000035
CONVTURN00000164,CONV000033,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0023,Active,MEM00000633
CONVTURN00000165,CONV000033,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0072,Active,MEM00000206
CONVTURN00000166,CONV000034,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0158,Active,MEM00000061
CONVTURN00000167,CONV000034,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0017,Active,MEM00000052
CONVTURN00000168,CONV000034,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0131,Active,MEM00000115
CONVTURN00000169,CONV000034,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0092,Active,MEM00000573
CONVTURN00000170,CONV000034,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0153,Active,MEM00000376
CONVTURN00000171,CONV000035,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0050,Active,MEM00000334
CONVTURN00000172,CONV000035,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0149,Active,MEM00000606
CONVTURN00000173,CONV000035,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0073,Active,MEM00000242
CONVTURN00000174,CONV000035,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0004,Active,MEM00000274
CONVTURN00000175,CONV000035,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0164,Active,MEM00000391
CONVTURN00000176,CONV000036,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0080,Active,MEM00000372
CONVTURN00000177,CONV000036,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0008,Active,MEM00000598
CONVTURN00000178,CONV000036,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0149,Active,MEM00000259
CONVTURN00000179,CONV000036,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0005,Active,MEM00000418
CONVTURN00000180,CONV000036,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0020,Active,MEM00000196
CONVTURN00000181,CONV000037,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0138,Active,MEM00000324
CONVTURN00000182,CONV000037,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0087,Active,MEM00000206
CONVTURN00000183,CONV000037,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0086,Active,MEM00000129
CONVTURN00000184,CONV000037,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0117,Active,MEM00000645
CONVTURN00000185,CONV000037,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0149,Active,MEM00000223
CONVTURN00000186,CONV000038,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0126,Active,MEM00000393
CONVTURN00000187,CONV000038,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0082,Active,MEM00000661
CONVTURN00000188,CONV000038,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0007,Active,MEM00000581
CONVTURN00000189,CONV000038,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0099,Active,MEM00000219
CONVTURN00000190,CONV000038,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0041,Active,MEM00000427
CONVTURN00000191,CONV000039,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0131,Active,MEM00000511
CONVTURN00000192,CONV000039,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0079,Active,MEM00000550
CONVTURN00000193,CONV000039,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0115,Active,MEM00000311
CONVTURN00000194,CONV000039,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0163,Active,MEM00000270
CONVTURN00000195,CONV000039,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0143,Active,MEM00000038
CONVTURN00000196,CONV000040,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0083,Active,MEM00000285
CONVTURN00000197,CONV000040,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0036,Active,MEM00000300
CONVTURN00000198,CONV000040,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0140,Active,MEM00000262
CONVTURN00000199,CONV000040,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0079,Active,MEM00000559
CONVTURN00000200,CONV000040,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0161,Active,MEM00000424
CONVTURN00000201,CONV000041,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0137,Active,MEM00000614
CONVTURN00000202,CONV000041,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0078,Active,MEM00000402
CONVTURN00000203,CONV000041,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0136,Active,MEM00000489
CONVTURN00000204,CONV000041,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0077,Active,MEM00000255
CONVTURN00000205,CONV000041,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0056,Active,MEM00000608
CONVTURN00000206,CONV000042,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0039,Active,MEM00000504
CONVTURN00000207,CONV000042,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0114,Active,MEM00000467
CONVTURN00000208,CONV000042,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0101,Active,MEM00000070
CONVTURN00000209,CONV000042,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0145,Active,MEM00000386
CONVTURN00000210,CONV000042,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0088,Active,MEM00000426
CONVTURN00000211,CONV000043,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0118,Active,MEM00000068
CONVTURN00000212,CONV000043,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0058,Active,MEM00000149
CONVTURN00000213,CONV000043,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0016,Active,MEM00000062
CONVTURN00000214,CONV000043,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0053,Active,MEM00000323
CONVTURN00000215,CONV000043,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0114,Active,MEM00000095
CONVTURN00000216,CONV000044,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0060,Active,MEM00000416
CONVTURN00000217,CONV000044,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0064,Active,MEM00000225
CONVTURN00000218,CONV000044,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0005,Active,MEM00000250
CONVTURN00000219,CONV000044,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0037,Active,MEM00000310
CONVTURN00000220,CONV000044,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0157,Active,MEM00000032
CONVTURN00000221,CONV000045,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0039,Active,MEM00000520
CONVTURN00000222,CONV000045,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0164,Active,MEM00000029
CONVTURN00000223,CONV000045,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0153,Active,MEM00000417
CONVTURN00000224,CONV000045,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0113,Active,MEM00000131
CONVTURN00000225,CONV000045,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0131,Active,MEM00000607
CONVTURN00000226,CONV000046,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0105,Active,MEM00000315
CONVTURN00000227,CONV000046,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0069,Active,MEM00000370
CONVTURN00000228,CONV000046,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0026,Active,MEM00000044
CONVTURN00000229,CONV000046,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0102,Active,MEM00000083
CONVTURN00000230,CONV000046,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0142,Active,MEM00000354
CONVTURN00000231,CONV000047,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0007,Active,MEM00000183
CONVTURN00000232,CONV000047,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0100,Active,MEM00000512
CONVTURN00000233,CONV000047,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0060,Active,MEM00000109
CONVTURN00000234,CONV000047,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0067,Active,MEM00000150
CONVTURN00000235,CONV000047,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0123,Active,MEM00000326
CONVTURN00000236,CONV000048,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0097,Active,MEM00000586
CONVTURN00000237,CONV000048,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0106,Active,MEM00000315
CONVTURN00000238,CONV000048,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0116,Active,MEM00000512
CONVTURN00000239,CONV000048,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0089,Active,MEM00000611
CONVTURN00000240,CONV000048,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0060,Active,MEM00000146
CONVTURN00000241,CONV000049,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0081,Active,MEM00000657
CONVTURN00000242,CONV000049,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0149,Active,MEM00000466
CONVTURN00000243,CONV000049,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0089,Active,MEM00000541
CONVTURN00000244,CONV000049,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0156,Active,MEM00000345
CONVTURN00000245,CONV000049,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0047,Active,MEM00000045
CONVTURN00000246,CONV000050,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0069,Active,MEM00000333
CONVTURN00000247,CONV000050,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0050,Active,MEM00000430
CONVTURN00000248,CONV000050,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0051,Active,MEM00000068
CONVTURN00000249,CONV000050,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0111,Active,MEM00000111
CONVTURN00000250,CONV000050,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0009,Active,MEM00000595
CONVTURN00000251,CONV000051,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0060,Active,MEM00000579
CONVTURN00000252,CONV000051,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0039,Active,MEM00000311
CONVTURN00000253,CONV000051,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0077,Active,MEM00000371
CONVTURN00000254,CONV000051,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0157,Active,MEM00000430
CONVTURN00000255,CONV000051,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0120,Active,MEM00000489
CONVTURN00000256,CONV000052,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0146,Active,MEM00000061
CONVTURN00000257,CONV000052,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0064,Active,MEM00000643
CONVTURN00000258,CONV000052,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0099,Active,MEM00000266
CONVTURN00000259,CONV000052,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0115,Active,MEM00000056
CONVTURN00000260,CONV000052,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0081,Active,MEM00000235
CONVTURN00000261,CONV000053,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0002,Active,MEM00000069
CONVTURN00000262,CONV000053,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0067,Active,MEM00000303
CONVTURN00000263,CONV000053,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0061,Active,MEM00000637
CONVTURN00000264,CONV000053,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0146,Active,MEM00000008
CONVTURN00000265,CONV000053,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0096,Active,MEM00000644
CONVTURN00000266,CONV000054,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0102,Active,MEM00000196
CONVTURN00000267,CONV000054,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0082,Active,MEM00000158
CONVTURN00000268,CONV000054,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0050,Active,MEM00000133
CONVTURN00000269,CONV000054,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0168,Active,MEM00000599
CONVTURN00000270,CONV000054,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0136,Active,MEM00000389
CONVTURN00000271,CONV000055,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0118,Active,MEM00000591
CONVTURN00000272,CONV000055,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0054,Active,MEM00000116
CONVTURN00000273,CONV000055,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0167,Active,MEM00000026
CONVTURN00000274,CONV000055,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0029,Active,MEM00000470
CONVTURN00000275,CONV000055,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0015,Active,MEM00000053
CONVTURN00000276,CONV000056,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0061,Active,MEM00000536
CONVTURN00000277,CONV000056,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0082,Active,MEM00000206
CONVTURN00000278,CONV000056,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0015,Active,MEM00000154
CONVTURN00000279,CONV000056,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0085,Active,MEM00000479
CONVTURN00000280,CONV000056,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0082,Active,MEM00000485
CONVTURN00000281,CONV000057,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0008,Active,MEM00000529
CONVTURN00000282,CONV000057,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0076,Active,MEM00000258
CONVTURN00000283,CONV000057,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0082,Active,MEM00000232
CONVTURN00000284,CONV000057,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0164,Active,MEM00000175
CONVTURN00000285,CONV000057,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0035,Active,MEM00000089
CONVTURN00000286,CONV000058,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0102,Active,MEM00000436
CONVTURN00000287,CONV000058,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0020,Active,MEM00000112
