trace_id,trace_type,conclusion,confidence,reasoning_steps_json,evidence_json,created_ts,status,recommendation_id,prediction_id,opportunity_id,memory_id
TRACE00000090,Opportunity,Generated conclusion with supporting evidence.,0.9092,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000291,PRED00000564,OPP00000397,MEM00000306
TRACE00000091,Prediction,Generated conclusion with supporting evidence.,0.7215,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000079,PRED00000140,OPP00000370,MEM00000631
TRACE00000092,Prediction,Generated conclusion with supporting evidence.,0.7641,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000232,PRED00000419,OPP00000447,MEM00000429
TRACE00000093,Recommendation,Generated conclusion with supporting evidence.,0.7819,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000413,PRED00000516,OPP00000234,MEM00000618
TRACE00000094,Opportunity,Generated conclusion with supporting evidence.,0.9278,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000275,PRED00000115,OPP00000324,MEM00000594
TRACE00000095,Opportunity,Generated conclusion with supporting evidence.,0.7927,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000380,PRED00000495,OPP00000031,MEM00000280
TRACE00000096,Opportunity,Generated conclusion with supporting evidence.,0.7258,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000514,PRED00000383,OPP00000075,MEM00000162
TRACE00000097,Recommendation,Generated conclusion with supporting evidence.,0.7968,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000022,PRED00000197,OPP00000372,MEM00000418
TRACE00000098,Prediction,Generated conclusion with supporting evidence.,0.9407,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000166,PRED00000251,OPP00000488,MEM00000377
TRACE00000099,Prediction,Generated conclusion with supporting evidence.,0.8126,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000256,PRED00000049,OPP00000326,MEM00000156
TRACE00000100,Opportunity,Generated conclusion with supporting evidence.,0.7805,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000053,PRED00000654,OPP00000454,MEM00000021
TRACE00000101,Prediction,Generated conclusion with supporting evidence.,0.9433,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000246,PRED00000122,OPP00000063,MEM00000188
TRACE00000102,Opportunity,Generated conclusion with supporting evidence.,0.8216,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000127,PRED00000243,OPP00000038,MEM00000626
TRACE00000103,Recommendation,Generated conclusion with supporting evidence.,0.8797,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000480,PRED00000137,OPP00000288,MEM00000479
TRACE00000104,Opportunity,Generated conclusion with supporting evidence.,0.7193,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000441,PRED00000393,OPP00000101,MEM00000114
TRACE00000105,Insight,Generated conclusion with supporting evidence.,0.7041,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000033,PRED00000446,OPP00000416,MEM00000654
TRACE00000106,Recommendation,Generated conclusion with supporting evidence.,0.8994,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000312,PRED00000172,OPP00000094,MEM00000171
TRACE00000107,Prediction,Generated conclusion with supporting evidence.,0.6962,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000177,PRED00000306,OPP00000038,MEM00000154
TRACE00000108,Prediction,Generated conclusion with supporting evidence.,0.795,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000490,PRED00000583,OPP00000251,MEM00000057
TRACE00000109,Opportunity,Generated conclusion with supporting evidence.,0.7893,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000505,PRED00000043,OPP00000395,MEM00000559
TRACE00000110,Recommendation,Generated conclusion with supporting evidence.,0.9076,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000119,PRED00000618,OPP00000115,MEM00000032
TRACE00000111,Recommendation,Generated conclusion with supporting evidence.,0.8017,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000300,PRED00000306,OPP00000120,MEM00000330
TRACE00000112,Recommendation,Generated conclusion with supporting evidence.,0.8978,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000445,PRED00000084,OPP00000119,MEM00000275
TRACE00000113,Insight,Generated conclusion with supporting evidence.,0.7863,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000064,PRED00000216,OPP00000357,MEM00000429
TRACE00000114,Recommendation,Generated conclusion with supporting evidence.,0.7911,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000174,PRED00000047,OPP00000342,MEM00000338
TRACE00000115,Recommendation,Generated conclusion with supporting evidence.,0.6701,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000433,PRED00000274,OPP00000515,MEM00000245
TRACE00000116,Insight,Generated conclusion with supporting evidence.,0.796,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000060,PRED00000368,OPP00000433,MEM00000150
TRACE00000117,Opportunity,Generated conclusion with supporting evidence.,0.8662,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000323,PRED00000240,OPP00000495,MEM00000260
TRACE00000118,Prediction,Generated conclusion with supporting evidence.,0.8365,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000174,PRED00000306,OPP00000105,MEM00000184
TRACE00000119,Insight,Generated conclusion with supporting evidence.,0.7333,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000273,PRED00000214,OPP00000338,MEM00000348
TRACE00000120,Opportunity,Generated conclusion with supporting evidence.,0.8423,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000426,PRED00000510,OPP00000483,MEM00000655
TRACE00000121,Prediction,Generated conclusion with supporting evidence.,0.7457,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000116,PRED00000313,OPP00000490,MEM00000379
TRACE00000122,Recommendation,Generated conclusion with supporting evidence.,0.7959,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000176,PRED00000579,OPP00000185,MEM00000061
TRACE00000123,Prediction,Generated conclusion with supporting evidence.,0.6523,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000113,PRED00000621,OPP00000210,MEM00000459
TRACE00000124,Insight,Generated conclusion with supporting evidence.,0.6619,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000449,PRED00000454,OPP00000266,MEM00000504
TRACE00000125,Recommendation,Generated conclusion with supporting evidence.,0.8271,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000172,PRED00000631,OPP00000074,MEM00000417
TRACE00000126,Insight,Generated conclusion with supporting evidence.,0.7604,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000325,PRED00000521,OPP00000366,MEM00000095
TRACE00000127,Insight,Generated conclusion with supporting evidence.,0.9451,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000201,PRED00000210,OPP00000476,MEM00000042
TRACE00000128,Prediction,Generated conclusion with supporting evidence.,0.7997,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000102,PRED00000660,OPP00000175,MEM00000012
TRACE00000129,Insight,Generated conclusion with supporting evidence.,0.7092,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000298,PRED00000497,OPP00000059,MEM00000158
TRACE00000130,Insight,Generated conclusion with supporting evidence.,0.8123,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000349,PRED00000307,OPP00000062,MEM00000477
TRACE00000131,Recommendation,Generated conclusion with supporting evidence.,0.8986,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000117,PRED00000629,OPP00000038,MEM00000132
TRACE00000132,Prediction,Generated conclusion with supporting evidence.,0.7154,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000173,PRED00000523,OPP00000446,MEM00000639
TRACE00000133,Opportunity,Generated conclusion with supporting evidence.,0.76,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000226,PRED00000012,OPP00000452,MEM00000605
TRACE00000134,Recommendation,Generated conclusion with supporting evidence.,0.8384,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000242,PRED00000566,OPP00000211,MEM00000025
TRACE00000135,Insight,Generated conclusion with supporting evidence.,0.7148,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000258,PRED00000315,OPP00000452,MEM00000220
TRACE00000136,Recommendation,Generated conclusion with supporting evidence.,0.9248,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000276,PRED00000285,OPP00000498,MEM00000521
TRACE00000137,Prediction,Generated conclusion with supporting evidence.,0.8559,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000357,PRED00000652,OPP00000457,MEM00000588
TRACE00000138,Insight,Generated conclusion with supporting evidence.,0.7521,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000446,PRED00000357,OPP00000019,MEM00000164
TRACE00000139,Opportunity,Generated conclusion with supporting evidence.,0.8692,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000186,PRED00000626,OPP00000200,MEM00000326
TRACE00000140,Recommendation,Generated conclusion with supporting evidence.,0.7537,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000066,PRED00000090,OPP00000356,MEM00000144
TRACE00000141,Prediction,Generated conclusion with supporting evidence.,0.8548,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000134,PRED00000591,OPP00000492,MEM00000224
TRACE00000142,Prediction,Generated conclusion with supporting evidence.,0.7163,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000101,PRED00000312,OPP00000421,MEM00000244
TRACE00000143,Prediction,Generated conclusion with supporting evidence.,0.888,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000248,PRED00000145,OPP00000027,MEM00000192
TRACE00000144,Insight,Generated conclusion with supporting evidence.,0.8607,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000444,PRED00000352,OPP00000060,MEM00000117
TRACE00000145,Prediction,Generated conclusion with supporting evidence.,0.7873,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000480,PRED00000399,OPP00000240,MEM00000153
TRACE00000146,Opportunity,Generated conclusion with supporting evidence.,0.8837,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000308,PRED00000499,OPP00000394,MEM00000400
TRACE00000147,Prediction,Generated conclusion with supporting evidence.,0.7642,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000040,PRED00000403,OPP00000274,MEM00000138
TRACE00000148,Insight,Generated conclusion with supporting evidence.,0.8391,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000012,PRED00000121,OPP00000289,MEM00000638
TRACE00000149,Prediction,Generated conclusion with supporting evidence.,0.9077,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000288,PRED00000301,OPP00000417,MEM00000649
TRACE00000150,Insight,Generated conclusion with supporting evidence.,0.7434,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000006,PRED00000568,OPP00000140,MEM00000053
TRACE00000151,Prediction,Generated conclusion with supporting evidence.,0.6893,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000482,PRED00000612,OPP00000446,MEM00000657
TRACE00000152,Opportunity,Generated conclusion with supporting evidence.,0.802,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000360,PRED00000360,OPP00000009,MEM00000167
TRACE00000153,Recommendation,Generated conclusion with supporting evidence.,0.6798,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000270,PRED00000355,OPP00000426,MEM00000367
TRACE00000154,Recommendation,Generated conclusion with supporting evidence.,0.8513,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000478,PRED00000481,OPP00000065,MEM00000383
TRACE00000155,Prediction,Generated conclusion with supporting evidence.,0.7576,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000499,PRED00000136,OPP00000426,MEM00000521
TRACE00000156,Opportunity,Generated conclusion with supporting evidence.,0.6782,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000452,PRED00000320,OPP00000184,MEM00000336
TRACE00000157,Prediction,Generated conclusion with supporting evidence.,0.7444,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000356,PRED00000244,OPP00000318,MEM00000495
TRACE00000158,Opportunity,Generated conclusion with supporting evidence.,0.9137,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000319,PRED00000126,OPP00000456,MEM00000627
TRACE00000159,Prediction,Generated conclusion with supporting evidence.,0.7708,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000110,PRED00000088,OPP00000355,MEM00000343
TRACE00000160,Prediction,Generated conclusion with supporting evidence.,0.864,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000259,PRED00000003,OPP00000144,MEM00000245
TRACE00000161,Prediction,Generated conclusion with supporting evidence.,0.7881,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000015,PRED00000501,OPP00000454,MEM00000455
TRACE00000162,Prediction,Generated conclusion with supporting evidence.,0.9077,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000276,PRED00000429,OPP00000241,MEM00000052
TRACE00000163,Prediction,Generated conclusion with supporting evidence.,0.6861,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000239,PRED00000210,OPP00000045,MEM00000256
TRACE00000164,Insight,Generated conclusion with supporting evidence.,0.8811,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000363,PRED00000440,OPP00000404,MEM00000348
TRACE00000165,Insight,Generated conclusion with supporting evidence.,0.9196,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000135,PRED00000202,OPP00000268,MEM00000164
TRACE00000166,Prediction,Generated conclusion with supporting evidence.,0.9234,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000033,PRED00000448,OPP00000344,MEM00000584
TRACE00000167,Insight,Generated conclusion with supporting evidence.,0.6777,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000454,PRED00000549,OPP00000235,MEM00000310
TRACE00000168,Recommendation,Generated conclusion with supporting evidence.,0.8937,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000370,PRED00000442,OPP00000170,MEM00000403
TRACE00000169,Recommendation,Generated conclusion with supporting evidence.,0.8651,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000041,PRED00000278,OPP00000222,MEM00000611
TRACE00000170,Opportunity,Generated conclusion with supporting evidence.,0.6775,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000137,PRED00000122,OPP00000436,MEM00000565
TRACE00000171,Recommendation,Generated conclusion with supporting evidence.,0.9399,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000312,PRED00000262,OPP00000511,MEM00000557
TRACE00000172,Opportunity,Generated conclusion with supporting evidence.,0.79,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000233,PRED00000657,OPP00000511,MEM00000652
TRACE00000173,Prediction,Generated conclusion with supporting evidence.,0.8559,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000030,PRED00000073,OPP00000256,MEM00000113
TRACE00000174,Recommendation,Generated conclusion with supporting evidence.,0.7017,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000341,PRED00000053,OPP00000301,MEM00000055
TRACE00000175,Insight,Generated conclusion with supporting evidence.,0.9389,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000417,PRED00000672,OPP00000327,MEM00000256
TRACE00000176,Recommendation,Generated conclusion with supporting evidence.,0.7564,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000393,PRED00000246,OPP00000216,MEM00000409
TRACE00000177,Recommendation,Generated conclusion with supporting evidence.,0.9464,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000045,PRED00000033,OPP00000296,MEM00000256
TRACE00000178,Prediction,Generated conclusion with supporting evidence.,0.7189,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000427,PRED00000183,OPP00000227,MEM00000418
