recommendation_id,recommendation_type,title,action_text,score,confidence,status,created_ts,updated_ts,advisor_id,household_id,opportunity_id,prediction_id,playbook_id
REC00000123,AUM Retention,Recommended action: AUM Retention,Increase prospecting activity for AGP goals.,0.8644,0.9011,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0040,HH00573,OPP00000123,PRED00000157,PB003
REC00000124,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Increase prospecting activity for AGP goals.,0.8875,0.7133,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0041,HH00583,OPP00000124,PRED00000164,PB002
REC00000125,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.8295,0.7347,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0041,HH00593,OPP00000125,PRED00000161,PB001
REC00000126,AUM Retention,Recommended action: AUM Retention,Apply best-practice playbook for advisor growth.,0.9216,0.6596,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0042,HH00610,OPP00000126,PRED00000168,PB003
REC00000127,NNM Growth,Recommended action: NNM Growth,Schedule a managed account review meeting.,0.5699,0.9322,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0042,HH00602,OPP00000127,PRED00000166,PB001
REC00000128,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.5592,0.7746,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0042,HH00607,OPP00000128,PRED00000165,PB003
REC00000129,NNM Growth,Recommended action: NNM Growth,Schedule a managed account review meeting.,0.8346,0.8793,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0043,HH00620,OPP00000129,PRED00000172,PB002
REC00000130,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.5109,0.812,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0043,HH00616,OPP00000130,PRED00000172,PB001
REC00000131,AUM Retention,Recommended action: AUM Retention,Apply best-practice playbook for advisor growth.,0.7197,0.7433,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0043,HH00619,OPP00000131,PRED00000172,PB003
REC00000132,AUM Retention,Recommended action: AUM Retention,Increase prospecting activity for AGP goals.,0.9723,0.918,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0044,HH00627,OPP00000132,PRED00000176,PB001
REC00000133,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Review high cash balance households.,0.828,0.6806,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0044,HH00627,OPP00000133,PRED00000175,PB002
REC00000134,Managed Account Expansion,Recommended action: Managed Account Expansion,Contact households with declining NCF.,0.7804,0.6507,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0044,HH00634,OPP00000134,PRED00000175,PB002
REC00000135,Managed Account Expansion,Recommended action: Managed Account Expansion,Apply best-practice playbook for advisor growth.,0.682,0.7134,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0044,HH00637,OPP00000135,PRED00000174,PB002
REC00000136,AUM Retention,Recommended action: AUM Retention,Contact households with declining NCF.,0.9005,0.7687,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0045,HH00644,OPP00000136,PRED00000180,PB003
REC00000137,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Schedule a managed account review meeting.,0.709,0.8997,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0045,HH00648,OPP00000137,PRED00000180,PB003
REC00000138,AUM Retention,Recommended action: AUM Retention,Contact households with declining NCF.,0.6033,0.728,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0046,HH00653,OPP00000138,PRED00000183,PB003
REC00000139,AUM Retention,Recommended action: AUM Retention,Apply best-practice playbook for advisor growth.,0.6374,0.8925,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0046,HH00652,OPP00000139,PRED00000184,PB003
REC00000140,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.9346,0.7088,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0046,HH00661,OPP00000140,PRED00000183,PB002
REC00000141,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Increase prospecting activity for AGP goals.,0.7426,0.6684,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0047,HH00673,OPP00000141,PRED00000187,PB002
REC00000142,Managed Account Expansion,Recommended action: Managed Account Expansion,Review high cash balance households.,0.5056,0.849,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0047,HH00669,OPP00000142,PRED00000185,PB002
REC00000143,AUM Retention,Recommended action: AUM Retention,Schedule a managed account review meeting.,0.8041,0.6533,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0047,HH00668,OPP00000143,PRED00000185,PB003
REC00000144,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.6643,0.769,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0047,HH00671,OPP00000144,PRED00000186,PB001
REC00000145,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Contact households with declining NCF.,0.5533,0.7007,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0048,HH00687,OPP00000145,PRED00000189,PB001
REC00000146,NNM Growth,Recommended action: NNM Growth,Contact households with declining NCF.,0.8303,0.8389,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0048,HH00684,OPP00000146,PRED00000192,PB001
REC00000147,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Apply best-practice playbook for advisor growth.,0.5116,0.9124,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0048,HH00679,OPP00000147,PRED00000191,PB003
REC00000148,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.9365,0.8383,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0049,HH00693,OPP00000148,PRED00000195,PB002
REC00000149,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Schedule a managed account review meeting.,0.9778,0.7296,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0049,HH00690,OPP00000149,PRED00000193,PB001
REC00000150,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Contact households with declining NCF.,0.7137,0.8372,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0050,HH00706,OPP00000150,PRED00000197,PB002
REC00000151,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Apply best-practice playbook for advisor growth.,0.8953,0.8441,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0050,HH00702,OPP00000151,PRED00000197,PB001
REC00000152,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Apply best-practice playbook for advisor growth.,0.715,0.6663,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0050,HH00705,OPP00000152,PRED00000199,PB003
REC00000153,Managed Account Expansion,Recommended action: Managed Account Expansion,Apply best-practice playbook for advisor growth.,0.5541,0.6868,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0050,HH00708,OPP00000153,PRED00000199,PB001
REC00000154,AUM Retention,Recommended action: AUM Retention,Review high cash balance households.,0.5729,0.8145,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0051,HH00719,OPP00000154,PRED00000203,PB002
REC00000155,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Review high cash balance households.,0.9194,0.8167,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0051,HH00715,OPP00000155,PRED00000201,PB002
REC00000156,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Contact households with declining NCF.,0.7505,0.8529,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0051,HH00710,OPP00000156,PRED00000203,PB002
REC00000157,NNM Growth,Recommended action: NNM Growth,Increase prospecting activity for AGP goals.,0.5023,0.862,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0052,HH00727,OPP00000157,PRED00000206,PB001
REC00000158,Managed Account Expansion,Recommended action: Managed Account Expansion,Apply best-practice playbook for advisor growth.,0.7016,0.8053,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0052,HH00728,OPP00000158,PRED00000205,PB001
REC00000159,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.5031,0.894,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0052,HH00728,OPP00000159,PRED00000208,PB003
REC00000160,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Schedule a managed account review meeting.,0.5159,0.8386,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0053,HH00735,OPP00000160,PRED00000211,PB002
REC00000161,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.51,0.7283,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0053,HH00737,OPP00000161,PRED00000210,PB003
REC00000162,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Contact households with declining NCF.,0.6365,0.7263,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0054,HH00754,OPP00000162,PRED00000215,PB001
REC00000163,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Contact households with declining NCF.,0.7745,0.6736,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0054,HH00754,OPP00000163,PRED00000216,PB002
REC00000164,Managed Account Expansion,Recommended action: Managed Account Expansion,Review high cash balance households.,0.5232,0.943,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0055,HH00773,OPP00000164,PRED00000220,PB001
REC00000165,Managed Account Expansion,Recommended action: Managed Account Expansion,Apply best-practice playbook for advisor growth.,0.8449,0.8192,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0055,HH00774,OPP00000165,PRED00000220,PB002
REC00000166,Managed Account Expansion,Recommended action: Managed Account Expansion,Increase prospecting activity for AGP goals.,0.7521,0.8337,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0056,HH00784,OPP00000166,PRED00000224,PB002
REC00000167,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.8401,0.6716,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0056,HH00790,OPP00000167,PRED00000223,PB001
REC00000168,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.7617,0.8749,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0057,HH00796,OPP00000168,PRED00000227,PB002
REC00000169,Managed Account Expansion,Recommended action: Managed Account Expansion,Schedule a managed account review meeting.,0.8637,0.7304,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0057,HH00796,OPP00000169,PRED00000226,PB003
REC00000170,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Review high cash balance households.,0.8582,0.8403,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0058,HH00821,OPP00000170,PRED00000231,PB003
REC00000171,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Increase prospecting activity for AGP goals.,0.7676,0.7164,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0058,HH00818,OPP00000171,PRED00000231,PB001
REC00000172,AUM Retention,Recommended action: AUM Retention,Contact households with declining NCF.,0.8386,0.7758,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0058,HH00820,OPP00000172,PRED00000232,PB002
REC00000173,Managed Account Expansion,Recommended action: Managed Account Expansion,Review high cash balance households.,0.8036,0.7082,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0058,HH00824,OPP00000173,PRED00000232,PB002
REC00000174,Managed Account Expansion,Recommended action: Managed Account Expansion,Apply best-practice playbook for advisor growth.,0.8035,0.6959,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0059,HH00827,OPP00000174,PRED00000234,PB003
REC00000175,NNM Growth,Recommended action: NNM Growth,Contact households with declining NCF.,0.7389,0.7181,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0059,HH00829,OPP00000175,PRED00000233,PB002
REC00000176,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Schedule a managed account review meeting.,0.837,0.9044,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0059,HH00835,OPP00000176,PRED00000235,PB002
REC00000177,Managed Account Expansion,Recommended action: Managed Account Expansion,Increase prospecting activity for AGP goals.,0.7628,0.7483,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0060,HH00856,OPP00000177,PRED00000237,PB003
REC00000178,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Review high cash balance households.,0.9507,0.7295,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0060,HH00843,OPP00000178,PRED00000237,PB002
REC00000179,Managed Account Expansion,Recommended action: Managed Account Expansion,Apply best-practice playbook for advisor growth.,0.9295,0.7821,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0061,HH00863,OPP00000179,PRED00000243,PB003
REC00000180,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Schedule a managed account review meeting.,0.7594,0.9173,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0061,HH00857,OPP00000180,PRED00000244,PB002
REC00000181,Managed Account Expansion,Recommended action: Managed Account Expansion,Contact households with declining NCF.,0.8174,0.7294,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0061,HH00860,OPP00000181,PRED00000244,PB003
REC00000182,Managed Account Expansion,Recommended action: Managed Account Expansion,Contact households with declining NCF.,0.8441,0.9356,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0062,HH00879,OPP00000182,PRED00000246,PB001
REC00000183,Managed Account Expansion,Recommended action: Managed Account Expansion,Review high cash balance households.,0.926,0.6696,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0062,HH00888,OPP00000183,PRED00000247,PB002
REC00000184,AUM Retention,Recommended action: AUM Retention,Contact households with declining NCF.,0.5323,0.7773,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0062,HH00882,OPP00000184,PRED00000246,PB002
REC00000185,NNM Growth,Recommended action: NNM Growth,Review high cash balance households.,0.5703,0.9307,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0063,HH00894,OPP00000185,PRED00000249,PB002
REC00000186,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Increase prospecting activity for AGP goals.,0.5505,0.6928,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0063,HH00902,OPP00000186,PRED00000251,PB001
REC00000187,NNM Growth,Recommended action: NNM Growth,Increase prospecting activity for AGP goals.,0.5961,0.7176,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0063,HH00895,OPP00000187,PRED00000250,PB001
REC00000188,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.7255,0.9253,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0063,HH00890,OPP00000188,PRED00000252,PB002
REC00000189,AUM Retention,Recommended action: AUM Retention,Review high cash balance households.,0.6279,0.8549,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0064,HH00908,OPP00000189,PRED00000253,PB001
REC00000190,NNM Growth,Recommended action: NNM Growth,Increase prospecting activity for AGP goals.,0.8151,0.8978,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0064,HH00912,OPP00000190,PRED00000253,PB003
REC00000191,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Increase prospecting activity for AGP goals.,0.8546,0.9462,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0064,HH00908,OPP00000191,PRED00000256,PB003
REC00000192,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Increase prospecting activity for AGP goals.,0.9392,0.7741,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0065,HH00928,OPP00000192,PRED00000257,PB001
REC00000193,AUM Retention,Recommended action: AUM Retention,Increase prospecting activity for AGP goals.,0.7209,0.7687,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0065,HH00921,OPP00000193,PRED00000257,PB003
REC00000194,AUM Retention,Recommended action: AUM Retention,Schedule a managed account review meeting.,0.6312,0.784,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0066,HH00939,OPP00000194,PRED00000261,PB002
REC00000195,AUM Retention,Recommended action: AUM Retention,Increase prospecting activity for AGP goals.,0.6278,0.9343,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0066,HH00942,OPP00000195,PRED00000263,PB002
REC00000196,NNM Growth,Recommended action: NNM Growth,Contact households with declining NCF.,0.9087,0.763,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0066,HH00942,OPP00000196,PRED00000264,PB003
REC00000197,AUM Retention,Recommended action: AUM Retention,Review high cash balance households.,0.6358,0.8475,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0067,HH00959,OPP00000197,PRED00000266,PB001
REC00000198,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.6359,0.7854,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0067,HH00947,OPP00000198,PRED00000266,PB001
REC00000199,AUM Retention,Recommended action: AUM Retention,Contact households with declining NCF.,0.6742,0.8836,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0068,HH00969,OPP00000199,PRED00000270,PB002
REC00000200,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Schedule a managed account review meeting.,0.735,0.8403,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0068,HH00978,OPP00000200,PRED00000270,PB002
REC00000201,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Increase prospecting activity for AGP goals.,0.6809,0.7604,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0069,HH00983,OPP00000201,PRED00000276,PB003
REC00000202,NNM Growth,Recommended action: NNM Growth,Schedule a managed account review meeting.,0.8768,0.7805,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0069,HH00989,OPP00000202,PRED00000276,PB001
REC00000203,NNM Growth,Recommended action: NNM Growth,Contact households with declining NCF.,0.9366,0.9188,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0069,HH00984,OPP00000203,PRED00000274,PB001
REC00000204,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.7474,0.7171,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0069,HH00983,OPP00000204,PRED00000275,PB001
REC00000205,AUM Retention,Recommended action: AUM Retention,Apply best-practice playbook for advisor growth.,0.5998,0.6745,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0070,HH00997,OPP00000205,PRED00000277,PB003
REC00000206,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Schedule a managed account review meeting.,0.9425,0.9006,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0070,HH00997,OPP00000206,PRED00000279,PB002
REC00000207,Managed Account Expansion,Recommended action: Managed Account Expansion,Review high cash balance households.,0.5746,0.6539,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0070,HH01005,OPP00000207,PRED00000278,PB001
REC00000208,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Contact households with declining NCF.,0.6847,0.7984,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0071,HH01016,OPP00000208,PRED00000281,PB001
REC00000209,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Apply best-practice playbook for advisor growth.,0.7807,0.8219,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0071,HH01007,OPP00000209,PRED00000281,PB002
REC00000210,NNM Growth,Recommended action: NNM Growth,Increase prospecting activity for AGP goals.,0.6844,0.6576,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0071,HH01020,OPP00000210,PRED00000284,PB003
REC00000211,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Schedule a managed account review meeting.,0.6161,0.8806,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0071,HH01015,OPP00000211,PRED00000281,PB003
REC00000212,AUM Retention,Recommended action: AUM Retention,Apply best-practice playbook for advisor growth.,0.9177,0.6718,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0072,HH01026,OPP00000212,PRED00000286,PB002
REC00000213,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Schedule a managed account review meeting.,0.5034,0.6839,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0072,HH01029,OPP00000213,PRED00000287,PB002
REC00000214,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.7291,0.7544,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0073,HH01033,OPP00000214,PRED00000291,PB001
REC00000215,AUM Retention,Recommended action: AUM Retention,Contact households with declining NCF.,0.8444,0.7758,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0073,HH01039,OPP00000215,PRED00000290,PB001
REC00000216,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.8505,0.725,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0073,HH01040,OPP00000216,PRED00000291,PB001
REC00000217,Managed Account Expansion,Recommended action: Managed Account Expansion,Review high cash balance households.,0.525,0.9305,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0073,HH01036,OPP00000217,PRED00000292,PB001
REC00000218,NNM Growth,Recommended action: NNM Growth,Schedule a managed account review meeting.,0.526,0.9435,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0074,HH01052,OPP00000218,PRED00000296,PB001
REC00000219,Managed Account Expansion,Recommended action: Managed Account Expansion,Schedule a managed account review meeting.,0.7797,0.8822,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0074,HH01045,OPP00000219,PRED00000294,PB002
REC00000220,NNM Growth,Recommended action: NNM Growth,Review high cash balance households.,0.61,0.6518,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0074,HH01049,OPP00000220,PRED00000295,PB002
REC00000221,AUM Retention,Recommended action: AUM Retention,Review high cash balance households.,0.7046,0.7976,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0074,HH01052,OPP00000221,PRED00000296,PB002
REC00000222,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Schedule a managed account review meeting.,0.9413,0.8397,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0075,HH01053,OPP00000222,PRED00000300,PB002
REC00000223,NNM Growth,Recommended action: NNM Growth,Increase prospecting activity for AGP goals.,0.6145,0.9222,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0075,HH01060,OPP00000223,PRED00000300,PB003
REC00000224,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Review high cash balance households.,0.6031,0.7632,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0076,HH01068,OPP00000224,PRED00000304,PB001
REC00000225,AUM Retention,Recommended action: AUM Retention,Apply best-practice playbook for advisor growth.,0.9129,0.699,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0076,HH01074,OPP00000225,PRED00000301,PB003
REC00000226,NNM Growth,Recommended action: NNM Growth,Increase prospecting activity for AGP goals.,0.5598,0.7554,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0076,HH01065,OPP00000226,PRED00000303,PB002
REC00000227,NNM Growth,Recommended action: NNM Growth,Apply best-practice playbook for advisor growth.,0.7242,0.9089,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0076,HH01063,OPP00000227,PRED00000303,PB003
REC00000228,NNM Growth,Recommended action: NNM Growth,Contact households with declining NCF.,0.6366,0.9114,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0077,HH01080,OPP00000228,PRED00000307,PB003
REC00000229,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Apply best-practice playbook for advisor growth.,0.724,0.7315,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0077,HH01088,OPP00000229,PRED00000305,PB003
REC00000230,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Schedule a managed account review meeting.,0.9406,0.779,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0077,HH01082,OPP00000230,PRED00000305,PB002
REC00000231,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Schedule a managed account review meeting.,0.6319,0.85,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0077,HH01084,OPP00000231,PRED00000305,PB002
REC00000232,AUM Retention,Recommended action: AUM Retention,Increase prospecting activity for AGP goals.,0.9554,0.7337,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0078,HH01100,OPP00000232,PRED00000311,PB003
REC00000233,NNM Growth,Recommended action: NNM Growth,Schedule a managed account review meeting.,0.6038,0.8335,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0078,HH01109,OPP00000233,PRED00000311,PB003
REC00000234,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Contact households with declining NCF.,0.5897,0.8327,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0078,HH01095,OPP00000234,PRED00000310,PB001
REC00000235,Managed Account Expansion,Recommended action: Managed Account Expansion,Increase prospecting activity for AGP goals.,0.6939,0.7773,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0078,HH01094,OPP00000235,PRED00000310,PB002
REC00000236,AUM Retention,Recommended action: AUM Retention,Apply best-practice playbook for advisor growth.,0.6122,0.7605,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0079,HH01111,OPP00000236,PRED00000316,PB002
REC00000237,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.7385,0.6627,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0079,HH01113,OPP00000237,PRED00000315,PB002
REC00000238,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Review high cash balance households.,0.693,0.941,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0079,HH01110,OPP00000238,PRED00000316,PB001
REC00000239,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.8014,0.7018,completed,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0079,HH01111,OPP00000239,PRED00000315,PB001
REC00000240,NNM Growth,Recommended action: NNM Growth,Contact households with declining NCF.,0.8228,0.8173,generated,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0080,HH01134,OPP00000240,PRED00000320,PB002
REC00000241,AGP Goal Recovery,Recommended action: AGP Goal Recovery,Review high cash balance households.,0.9346,0.8298,accepted,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0080,HH01126,OPP00000241,PRED00000318,PB003
REC00000242,NNM Growth,Recommended action: NNM Growth,Increase prospecting activity for AGP goals.,0.8835,0.8612,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0080,HH01125,OPP00000242,PRED00000319,PB002
REC00000243,AUM Retention,Recommended action: AUM Retention,Increase prospecting activity for AGP goals.,0.6251,0.757,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0080,HH01132,OPP00000243,PRED00000318,PB001
REC00000244,Managed Account Expansion,Recommended action: Managed Account Expansion,Increase prospecting activity for AGP goals.,0.561,0.8264,rejected,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0081,HH01147,OPP00000244,PRED00000323,PB003
REC00000245,CRM Engagement Gap,Recommended action: CRM Engagement Gap,Apply best-practice playbook for advisor growth.,0.7135,0.6546,ignored,2025-12-31 00:00:00,2025-12-31 00:00:00,ADV0081,HH01144,OPP00000245,PRED00000323,PB002
